,Acc_ID,New_trsc_Amt,Contract_Date,Gender,Age,Job,Family,Cancellation,Deposit_Code
12337,325-274460-49734,10000,2023-09-13,여성,35,회사원,결혼,no,081-000271
15206,612-516389-96921,20000,2023-11-06,남성,57,은퇴,미혼,no,A23-000062
14770,227-604875-44988,70000,2023-10-27,남성,29,군인,미혼,no,081-000322
22636,783-164353-40987,10000,2024-03-08,남성,16,학생,미혼,no,081-000381
19012,817-256349-02286,10000,2024-01-08,여성,49,회사원,결혼,no,081-000083
2831,358-157266-01289,10000,2023-04-14,여성,32,서비스종사자,미혼,yes,A23-000045
83,855-086464-67640,10000,2023-03-07,여성,31,자영업자,미혼,no,081-000651
15745,757-461734-70531,30000,2023-11-15,여성,48,회사원,미혼,no,081-000146
21703,360-839967-50145,60000,2024-02-21,여성,36,기업가,결혼,no,081-000641
4806,280-416490-97263,160000,2023-05-16,남성,72,자영업자,미혼,no,081-000461
8263,756-640620-66856,10000,2023-07-07,여성,7,학생,미혼,no,081-000171
8117,722-368869-02381,40000,2023-07-06,남성,47,기술자,미혼,no,081-000101
17137,545-686254-95965,10000,2023-12-07,여성,43,회사원,결혼,no,081-000012
10876,419-568142-38252,10000,2023-08-18,여성,86,은퇴,결혼,yes,081-000541
15420,690-996635-78173,10000,2023-11-09,여성,55,은퇴,이혼,no,081-000049
23074,081-330759-19727,20000,2024-03-15,남성,29,공무원,결혼,no,A23-000032
18442,112-310048-16025,90000,2023-12-28,남성,31,서비스종사자,이혼,no,A23-000031
20695,922-196249-31011,20000,2024-02-02,남성,54,산업노동자,이혼,no,081-000271
20531,224-107961-22634,10000,2024-01-31,남성,29,기술자,이혼,no,A23-000055
5178,898-485766-53328,30000,2023-05-22,여성,84,은퇴,미혼,no,081-000531
9657,271-302766-53296,10000,2023-07-31,남성,31,군인,이혼,no,081-000323
22534,093-913385-25352,10000,2024-03-07,남성,53,서비스종사자,미혼,no,081-000092
22322,474-745784-30541,50000,2024-03-04,남성,59,산업노동자,미혼,no,081-000163
16979,588-231094-54804,20000,2023-12-05,남성,33,기술자,결혼,no,081-000073
2051,959-829629-81874,20000,2023-04-04,남성,25,회사원,이혼,no,081-000331
476,878-559310-28507,10000,2023-03-13,여성,35,서비스종사자,미확인,no,081-000182
11471,106-103417-93061,30000,2023-08-30,여성,28,회사원,결혼,no,081-000077
21942,198-879875-39321,20000,2024-02-26,여성,55,산업노동자,결혼,no,081-000352
19054,628-006893-29553,10000,2024-01-09,여성,45,산업노동자,이혼,no,081-000044
14588,430-596069-50167,10000,2023-10-25,여성,54,은퇴,미혼,no,081-000202
12908,887-687982-64600,50000,2023-09-21,여성,48,서비스종사자,미혼,no,081-000332
15100,386-356837-22138,20000,2023-11-03,여성,46,회사원,미혼,no,A23-000058
5593,344-518765-32416,10000,2023-05-26,남성,35,회사원,결혼,yes,081-000092
7531,126-393860-45648,60000,2023-06-27,여성,54,자영업자,미혼,no,081-000521
22162,384-994676-83195,30000,2024-02-28,남성,30,회사원,결혼,no,081-000084
25898,514-997193-54131,20000,2024-04-30,남성,53,공무원,미혼,no,081-000421
2968,496-503339-51633,10000,2023-04-17,여성,48,회사원,미혼,no,081-000291
25737,159-830047-24124,10000,2024-04-26,여성,30,회사원,결혼,no,A23-000054
6406,931-090648-68843,10000,2023-06-12,남성,27,서비스종사자,이혼,yes,081-000305
14119,351-591367-95744,20000,2023-10-17,여성,28,서비스종사자,결혼,no,081-000161
11268,462-031972-78376,10000,2023-08-25,여성,70,은퇴,결혼,no,081-000352
14745,800-708241-71537,50000,2023-10-27,여성,44,서비스종사자,이혼,no,081-000161
20207,203-513703-79239,30000,2024-01-25,남성,57,은퇴,결혼,no,081-000541
2312,024-181452-25751,40000,2023-04-07,여성,46,산업노동자,결혼,no,081-000073
22033,001-402223-26412,80000,2024-02-27,여성,29,산업노동자,미혼,no,081-000381
12897,749-109257-37777,10000,2023-09-21,남성,51,공무원,이혼,no,081-0001410
6085,419-919329-99365,30000,2023-06-07,남성,50,자영업자,결혼,no,081-000042
23125,589-333054-93847,20000,2024-03-15,여성,33,주부,결혼,no,081-000204
15633,154-080087-66261,10000,2023-11-13,여성,42,산업노동자,미혼,no,A23-000056
22424,885-776680-22841,30000,2024-03-05,남성,47,기술자,미혼,no,081-000331
3514,938-300821-51576,50000,2023-04-25,남성,39,회사원,미혼,no,081-000013
25541,510-758001-73136,10000,2024-04-24,여성,40,공무원,이혼,no,081-000332
22476,194-858712-96316,50000,2024-03-06,여성,46,기술자,결혼,no,081-000471
18950,019-776820-02819,10000,2024-01-05,여성,44,서비스종사자,결혼,no,081-000152
25986,727-361492-79458,50000,2024-05-01,여성,36,자영업자,이혼,no,A23-000032
12753,401-940388-17439,20000,2023-09-19,여성,33,산업노동자,결혼,no,081-000204
18413,609-063876-16487,10000,2023-12-28,남성,35,기술자,이혼,no,081-000302
7146,745-676508-01419,40000,2023-06-22,남성,33,기술자,결혼,no,081-000161
4527,431-674508-43493,20000,2023-05-11,여성,58,공무원,이혼,yes,A23-000056
20362,758-275496-25308,30000,2024-01-29,여성,36,산업노동자,미혼,no,081-000044
6253,406-191882-12004,60000,2023-06-08,남성,41,회사원,이혼,no,081-000068
4607,019-603916-89061,10000,2023-05-12,여성,61,자영업자,결혼,no,081-000065
3757,742-766163-01376,10000,2023-04-27,여성,34,회사원,미혼,yes,081-000152
5958,370-436248-50221,30000,2023-06-02,여성,44,미취업자,결혼,no,081-000048
15563,787-996834-11200,20000,2023-11-10,남성,26,학생,미혼,no,081-000381
988,321-495435-87555,10000,2023-03-20,남성,54,자영업자,이혼,no,081-000651
19226,847-625531-44547,10000,2024-01-11,여성,40,산업노동자,결혼,no,081-000153
22220,446-096166-85011,10000,2024-02-29,남성,28,기업가,결혼,no,081-000251
429,217-222134-90932,20000,2023-03-10,남성,61,군인,미확인,yes,081-000261
21106,280-973105-53102,10000,2024-02-13,남성,38,산업노동자,미혼,no,A23-000041
4598,996-652388-37139,10000,2023-05-12,여성,28,회사원,이혼,yes,081-000601
13634,749-425117-79911,20000,2023-10-10,여성,35,공무원,미혼,yes,081-000471
7720,905-729976-93800,10000,2023-06-29,여성,67,은퇴,이혼,no,081-000181
9621,287-917445-40870,20000,2023-07-28,여성,89,은퇴,이혼,no,081-000671
16645,500-671531-30282,10000,2023-11-29,남성,38,기업가,결혼,no,081-000045
20643,801-334312-98452,50000,2024-02-01,남성,72,은퇴,결혼,no,081-000511
20501,212-255463-90163,20000,2024-01-31,여성,22,회사원,미혼,no,081-000381
17548,583-327038-87882,20000,2023-12-13,남성,56,미확인,결혼,no,081-000042
25139,087-156061-09076,10000,2024-04-18,여성,71,은퇴,결혼,no,081-000441
16945,502-088958-22213,10000,2023-12-05,남성,50,공무원,미혼,no,081-000049
15752,736-027207-85319,50000,2023-11-15,여성,43,주부,결혼,no,081-000481
15724,335-255134-54014,40000,2023-11-15,여성,58,주부,미혼,no,A23-000057
24432,452-799041-09933,10000,2024-04-05,여성,32,주부,미확인,no,081-000043
8158,883-535760-02447,20000,2023-07-06,남성,29,회사원,미혼,yes,081-000084
20420,168-456614-50325,120000,2024-01-30,남성,29,산업노동자,미혼,no,081-000561
2210,006-209171-81191,50000,2023-04-06,남성,38,산업노동자,미혼,no,A23-000061
3897,324-610037-29224,20000,2023-05-01,여성,32,회사원,결혼,no,081-000048
10783,294-843709-67060,10000,2023-08-17,여성,54,회사원,미확인,no,081-000066
25545,793-528985-00563,10000,2024-04-24,남성,25,기술자,결혼,no,081-000241
26130,836-471831-99097,10000,2024-05-03,여성,40,미취업자,미혼,no,081-000182
12757,289-061630-46264,10000,2023-09-19,남성,35,회사원,미혼,yes,081-000148
20934,404-123965-35906,60000,2024-02-07,여성,43,회사원,미혼,no,081-000073
10330,849-357034-22117,10000,2023-08-10,남성,35,산업노동자,미혼,no,081-000591
24431,376-523383-90338,10000,2024-04-05,여성,35,기술자,결혼,no,081-000041
25416,017-448255-79012,40000,2024-04-23,여성,35,산업노동자,결혼,no,081-000163
7283,305-706335-71245,40000,2023-06-23,남성,50,산업노동자,결혼,no,081-000083
4199,173-632888-77497,30000,2023-05-08,여성,62,은퇴,미혼,no,081-000541
23095,439-171404-27806,20000,2024-03-15,여성,54,은퇴,미혼,no,081-000581
7624,776-588092-97788,30000,2023-06-28,여성,44,서비스종사자,결혼,no,081-000072
10616,600-484471-32670,10000,2023-08-16,남성,42,회사원,미혼,no,081-000066
25363,234-494868-94654,50000,2024-04-22,여성,54,공무원,미혼,no,081-000421
1970,573-787043-68393,20000,2023-04-03,여성,47,회사원,미확인,yes,081-000331
22312,679-916538-35575,210000,2024-03-04,남성,24,회사원,미확인,no,081-000581
21691,036-912672-73721,20000,2024-02-21,여성,22,학생,미혼,no,081-000381
21054,109-418311-63716,70000,2024-02-08,남성,43,기술자,이혼,no,A23-000042
13327,429-673271-91738,10000,2023-10-04,남성,60,기업가,미혼,no,081-000144
8421,430-516418-89342,60000,2023-07-11,여성,52,은퇴,미확인,no,081-000153
3460,554-933806-29024,10000,2023-04-24,남성,27,회사원,결혼,yes,081-000146
10425,970-365370-91963,30000,2023-08-11,여성,33,자영업자,결혼,no,081-000073
21363,634-093761-46857,10000,2024-02-15,여성,44,미확인,미혼,no,081-000071
20587,474-479290-57218,30000,2024-02-01,남성,32,회사원,미혼,no,A23-000101
10215,740-240574-06603,20000,2023-08-08,여성,15,미취업자,미혼,no,081-000171
24312,429-300546-62785,40000,2024-04-03,남성,76,기업가,결혼,no,081-000451
11895,257-628018-34571,30000,2023-09-06,남성,23,회사원,미혼,no,081-000191
5066,288-089422-98429,30000,2023-05-19,남성,54,기술자,이혼,no,081-000091
23390,470-784869-96970,70000,2024-03-20,여성,52,기술자,결혼,no,081-000204
7929,656-755915-35767,30000,2023-07-04,남성,44,산업노동자,결혼,no,081-000352
20945,084-872366-92244,30000,2024-02-07,여성,40,서비스종사자,미혼,no,081-000101
15160,949-203369-45330,10000,2023-11-06,여성,44,기술자,결혼,no,081-000162
22713,344-180692-39963,30000,2024-03-11,여성,33,공무원,이혼,no,081-000201
13014,324-332968-21020,20000,2023-09-22,여성,30,산업노동자,결혼,no,081-000303
22964,576-570474-39749,10000,2024-03-13,여성,41,기술자,이혼,no,081-000251
12316,480-912032-21410,10000,2023-09-12,남성,31,기술자,미혼,no,081-000049
22635,673-473780-32766,10000,2024-03-08,여성,38,회사원,미혼,no,081-000153
4424,755-702600-76738,10000,2023-05-10,여성,43,기술자,결혼,yes,A23-000055
2482,466-955631-44644,20000,2023-04-10,여성,22,서비스종사자,결혼,no,081-000047
24147,982-524958-86043,30000,2024-04-01,남성,26,회사원,미혼,no,081-000146
7270,695-787665-79566,20000,2023-06-23,남성,52,서비스종사자,이혼,no,081-000076
11219,225-391109-28829,120000,2023-08-25,남성,40,공무원,결혼,no,081-000162
1509,154-715267-08248,50000,2023-03-27,남성,46,회사원,결혼,no,081-000149
10976,298-128602-57493,10000,2023-08-22,남성,37,산업노동자,이혼,no,081-000391
4446,204-136552-07735,40000,2023-05-11,남성,37,회사원,미혼,no,081-000066
4814,331-548439-69650,40000,2023-05-17,남성,43,산업노동자,이혼,no,081-000161
907,631-320343-67884,20000,2023-03-17,남성,38,기술자,결혼,no,081-000084
11673,434-057335-40302,70000,2023-09-01,남성,31,기술자,이혼,no,081-000048
23035,539-768806-20325,10000,2024-03-14,여성,78,은퇴,이혼,no,081-000541
14980,568-322943-43978,30000,2023-11-01,남성,44,기술자,미혼,no,081-000074
960,486-467498-90108,30000,2023-03-20,남성,28,기술자,미혼,yes,081-000431
20563,549-066009-34797,10000,2024-01-31,여성,54,산업노동자,미혼,no,A23-000021
4588,034-706549-61387,20000,2023-05-12,남성,37,산업노동자,미확인,no,081-000147
8015,960-482949-11300,10000,2023-07-04,여성,33,기업가,결혼,yes,081-000641
7574,477-598156-77389,10000,2023-06-28,여성,66,은퇴,결혼,no,081-000511
20732,096-780502-58713,50000,2024-02-02,남성,32,산업노동자,결혼,no,A23-000031
24113,364-944591-97581,10000,2024-04-01,여성,29,공무원,결혼,yes,081-000013
12813,014-714649-48228,10000,2023-09-20,여성,40,기술자,결혼,no,A23-000081
11346,335-580913-93587,50000,2023-08-28,여성,54,산업노동자,미혼,no,081-000076
3069,079-676781-68046,20000,2023-04-18,남성,35,자영업자,이혼,no,081-000621
16742,217-770626-32876,20000,2023-11-30,여성,35,서비스종사자,결혼,no,081-000101
602,665-448633-46909,40000,2023-03-14,여성,30,미취업자,미확인,no,A23-0000510
134,590-882441-39629,10000,2023-03-08,남성,8,학생,미혼,yes,081-000171
267,056-480038-28790,30000,2023-03-09,남성,30,기술자,미혼,yes,081-000076
21381,726-852727-18999,50000,2024-02-15,여성,50,회사원,미혼,no,081-000571
21649,498-844487-38374,10000,2024-02-21,남성,38,기술자,미혼,no,081-000203
20674,474-756152-64011,40000,2024-02-02,남성,42,산업노동자,미혼,no,A23-000042
15944,118-490651-89812,20000,2023-11-17,남성,53,기업가,결혼,no,A23-000042
20715,209-484137-87244,20000,2024-02-02,여성,47,산업노동자,결혼,no,081-000591
13423,513-493511-25588,20000,2023-10-05,여성,29,공무원,결혼,no,081-000251
7114,432-822803-45305,20000,2023-06-21,여성,61,공무원,결혼,yes,081-000281
11598,466-883670-78157,20000,2023-08-31,남성,35,산업노동자,미혼,no,081-000281
21412,583-394809-34124,50000,2024-02-16,여성,58,산업노동자,결혼,no,081-000182
3859,067-294545-64838,20000,2023-04-28,남성,66,주부,미혼,yes,081-000441
23620,817-841236-60405,10000,2024-03-22,남성,24,학생,결혼,yes,081-000661
10343,016-865226-66393,10000,2023-08-10,남성,42,회사원,결혼,no,A23-000045
22236,627-223369-38066,30000,2024-02-29,남성,24,기업가,이혼,yes,A23-000011
15273,088-681725-69490,10000,2023-11-07,여성,36,서비스종사자,결혼,no,A23-0000512
4448,993-401491-55330,20000,2023-05-11,여성,48,회사원,결혼,no,081-000082
21564,088-197407-07931,10000,2024-02-20,여성,44,서비스종사자,이혼,no,081-000151
7669,231-177714-93225,10000,2023-06-29,남성,30,학생,미확인,no,081-000381
5397,745-969311-40491,10000,2023-05-24,남성,52,회사원,결혼,no,081-000151
22034,728-134824-25829,20000,2024-02-27,남성,41,회사원,미혼,no,081-000391
3457,383-340157-62392,20000,2023-04-24,남성,31,기술자,결혼,yes,081-000084
853,759-917018-64776,60000,2023-03-17,여성,26,자영업자,결혼,no,081-000491
14896,125-890717-87940,50000,2023-10-31,남성,37,회사원,이혼,no,081-000401
2563,907-133105-61438,10000,2023-04-11,여성,44,산업노동자,이혼,yes,081-000161
15716,191-029005-81995,20000,2023-11-15,남성,89,은퇴,이혼,no,081-000671
24332,402-678240-42073,10000,2024-04-03,남성,28,회사원,미혼,yes,081-000043
23176,091-153399-30644,150000,2024-03-18,여성,57,회사원,미혼,no,081-000571
25996,416-548828-10440,10000,2024-05-01,여성,25,기술자,이혼,no,081-000521
8528,459-100477-69967,20000,2023-07-12,남성,74,은퇴,결혼,no,081-000581
10798,896-898681-83106,10000,2023-08-18,여성,49,서비스종사자,결혼,no,081-000072
16998,150-397516-63301,10000,2023-12-05,남성,47,산업노동자,미혼,no,081-000072
13459,133-212057-01438,20000,2023-10-05,남성,29,회사원,결혼,no,081-000144
2741,707-108717-80539,60000,2023-04-13,여성,32,산업노동자,결혼,no,081-000501
13016,938-649172-06926,20000,2023-09-22,여성,46,산업노동자,이혼,no,081-000241
24443,423-642475-56449,30000,2024-04-05,여성,36,회사원,이혼,no,081-000148
9454,213-340446-67227,10000,2023-07-26,남성,31,자영업자,결혼,no,081-000201
23356,728-314080-99343,40000,2024-03-20,여성,30,산업노동자,결혼,no,081-000241
14955,438-719883-60713,10000,2023-11-01,남성,32,서비스종사자,이혼,no,081-000152
20426,360-869739-90767,20000,2024-01-30,남성,56,공무원,결혼,no,081-000501
6329,312-130541-55238,40000,2023-06-09,남성,30,기술자,결혼,no,A23-000059
14849,715-473185-57721,10000,2023-10-30,남성,39,회사원,결혼,yes,081-000153
2887,743-462919-08894,30000,2023-04-14,여성,30,서비스종사자,미혼,yes,081-000291
13727,081-812352-36245,20000,2023-10-11,남성,65,기업가,결혼,no,081-000451
5309,070-382354-12160,20000,2023-05-23,여성,31,회사원,결혼,yes,081-000162
9786,680-306417-07709,10000,2023-08-01,남성,30,회사원,이혼,no,081-000048
21606,991-246135-55445,10000,2024-02-20,여성,34,회사원,미혼,no,081-000301
21809,426-370895-18604,20000,2024-02-23,여성,57,서비스종사자,이혼,no,081-000101
11506,330-998967-91369,10000,2023-08-30,남성,33,군인,미혼,no,081-000323
18045,089-722838-47306,30000,2023-12-21,남성,11,학생,미혼,no,081-000171
6275,703-180524-57814,50000,2023-06-08,남성,85,학생,미혼,yes,081-000191
12050,602-648809-40645,10000,2023-09-07,여성,66,회사원,미혼,no,081-000241
25014,935-701774-42625,20000,2024-04-16,남성,38,기업가,결혼,no,081-000081
17769,683-095465-72663,10000,2023-12-18,남성,32,공무원,결혼,no,A23-000044
20913,643-942624-80502,10000,2024-02-07,남성,45,공무원,이혼,no,A23-000057
21725,936-647102-72235,30000,2024-02-22,남성,30,산업노동자,결혼,no,081-000182
14967,255-419581-42156,20000,2023-11-01,남성,33,회사원,이혼,no,081-000251
20571,552-345264-92033,40000,2024-02-01,남성,45,회사원,미혼,no,081-000083
10065,733-667713-32184,10000,2023-08-07,남성,54,은퇴,결혼,no,A23-000043
20572,742-379548-90525,20000,2024-02-01,남성,35,기술자,미혼,no,081-000303
12755,135-550780-67948,10000,2023-09-19,여성,59,기술자,결혼,no,A23-000059
13460,962-975886-29869,30000,2023-10-05,남성,36,기술자,미혼,no,081-000145
22009,242-502500-05801,10000,2024-02-27,남성,36,기업가,미혼,no,081-000331
7042,598-406573-86590,20000,2023-06-20,남성,36,회사원,미혼,no,081-000304
13911,310-640914-98363,20000,2023-10-13,여성,33,기술자,결혼,no,A23-000042
21335,566-781809-07175,40000,2024-02-15,여성,31,기술자,미확인,no,081-000011
3953,090-334716-87966,10000,2023-05-01,여성,28,학생,미혼,yes,A23-000032
21438,963-187240-45274,10000,2024-02-16,여성,32,기술자,미혼,no,081-000581
3664,570-313674-81886,10000,2023-04-27,남성,35,학생,이혼,no,081-000481
23190,293-971163-09815,10000,2024-03-18,여성,37,자영업자,미확인,yes,081-000064
18065,671-429723-05562,10000,2023-12-21,여성,40,서비스종사자,결혼,no,A23-000043
18164,725-971599-87308,10000,2023-12-22,여성,40,회사원,미혼,no,A23-000059
24464,821-038885-20663,10000,2024-04-05,남성,37,서비스종사자,결혼,no,081-000064
22791,523-007735-11846,50000,2024-03-12,여성,34,공무원,이혼,no,081-000203
17991,228-313222-36965,20000,2023-12-20,여성,37,회사원,미혼,yes,081-000047
20050,618-668688-56959,40000,2024-01-24,여성,42,자영업자,이혼,no,A23-0000510
5259,265-528217-52610,10000,2023-05-23,남성,47,자영업자,이혼,no,081-000047
17223,683-828257-63301,10000,2023-12-08,남성,29,회사원,이혼,no,081-000043
23573,930-549431-94397,30000,2024-03-22,남성,31,군인,결혼,no,081-000261
4733,577-808305-63712,190000,2023-05-16,남성,42,미취업자,결혼,no,081-000591
3275,353-295613-76805,10000,2023-04-20,여성,49,서비스종사자,결혼,no,081-000044
12104,429-336292-45857,20000,2023-09-08,남성,28,기술자,이혼,no,A23-000059
2539,460-169168-72931,10000,2023-04-11,남성,77,기업가,미혼,no,081-000451
6452,440-663894-79838,40000,2023-06-12,여성,53,은퇴,결혼,no,081-000521
18606,264-644203-81174,30000,2024-01-02,여성,51,서비스종사자,결혼,no,081-000143
17850,076-623556-60004,10000,2023-12-18,여성,24,학생,이혼,no,081-000149
13970,267-607820-94594,10000,2023-10-16,여성,57,은퇴,결혼,no,081-000353
11832,145-390858-81858,40000,2023-09-05,남성,43,산업노동자,이혼,no,081-000581
16213,874-315423-82262,50000,2023-11-22,남성,45,자영업자,이혼,no,081-000491
23307,683-378375-38495,10000,2024-03-19,여성,83,은퇴,이혼,yes,081-000152
19741,156-199221-96612,50000,2024-01-18,여성,52,회사원,결혼,no,081-000074
6808,530-425690-50124,10000,2023-06-16,남성,39,기업가,결혼,no,081-000491
10982,409-478174-05589,20000,2023-08-22,여성,25,회사원,결혼,no,081-000149
20054,236-953973-29605,30000,2024-01-24,남성,35,산업노동자,결혼,no,A23-000062
8236,900-573267-02120,10000,2023-07-07,여성,57,자영업자,미혼,no,081-000121
14521,634-497788-03843,10000,2023-10-24,남성,35,산업노동자,미혼,no,A23-000055
4810,367-652198-96199,10000,2023-05-16,남성,28,학생,이혼,no,081-000521
20130,587-784355-26438,80000,2024-01-25,남성,25,산업노동자,결혼,no,A23-0000511
2583,906-573611-25451,10000,2023-04-11,남성,44,기술자,이혼,yes,081-000077
7177,650-565019-01830,30000,2023-06-22,남성,32,기술자,결혼,no,081-000291
13076,378-950475-91187,10000,2023-09-25,여성,46,주부,결혼,no,081-000281
10302,854-013840-04605,10000,2023-08-09,여성,46,회사원,미혼,no,A23-000091
7431,988-594855-50349,20000,2023-06-26,남성,39,산업노동자,이혼,no,081-000611
11094,440-387154-90789,20000,2023-08-23,여성,51,공무원,결혼,no,081-000091
16470,265-391178-33087,10000,2023-11-27,여성,54,공무원,미확인,no,081-000077
9908,157-070764-12140,10000,2023-08-03,남성,50,기술자,이혼,no,081-000302
148,890-673775-93622,20000,2023-03-08,여성,56,회사원,이혼,no,081-000091
13198,483-359027-79749,10000,2023-09-26,남성,32,산업노동자,결혼,no,081-000231
11119,448-664635-77858,50000,2023-08-24,남성,35,학생,결혼,no,A23-000021
20491,734-523115-77238,10000,2024-01-30,여성,24,학생,결혼,no,081-000341
3583,169-738709-83804,40000,2023-04-26,남성,40,기업가,미혼,no,081-000551
4830,700-544854-43776,10000,2023-05-17,여성,56,공무원,미혼,no,081-000181
22933,020-289294-34420,10000,2024-03-13,남성,44,기술자,이혼,no,081-000162
24791,628-874256-76580,20000,2024-04-11,남성,32,산업노동자,결혼,no,081-000551
12888,369-006861-66564,10000,2023-09-21,남성,47,기술자,이혼,no,A23-000011
25719,515-392102-43740,20000,2024-04-26,남성,32,학생,이혼,no,081-000144
4805,137-190914-60522,10000,2023-05-16,여성,66,자영업자,미혼,no,081-000441
25260,506-341770-35074,80000,2024-04-19,남성,28,산업노동자,이혼,no,081-000143
9753,691-890593-10688,10000,2023-08-01,남성,48,군인,미혼,no,081-000261
21261,469-255177-28205,10000,2024-02-14,남성,29,기술자,결혼,no,A23-000054
13857,677-908033-97676,20000,2023-10-12,여성,32,자영업자,이혼,no,081-000142
14796,653-584031-88560,20000,2023-10-30,남성,52,자영업자,결혼,yes,081-000304
1904,703-245750-66178,10000,2023-04-03,남성,39,기술자,이혼,no,081-000202
5941,784-558474-88170,50000,2023-06-02,남성,38,기업가,미혼,no,081-000182
10231,897-724396-26908,10000,2023-08-08,남성,33,회사원,결혼,yes,A23-0000510
2931,258-141934-15019,10000,2023-04-17,남성,34,기술자,미혼,no,081-000304
10689,684-336059-07726,10000,2023-08-17,남성,57,산업노동자,미혼,no,081-000591
2752,085-171785-53919,10000,2023-04-13,남성,51,산업노동자,미혼,no,081-000074
16931,828-940104-89616,10000,2023-12-05,여성,48,회사원,결혼,no,081-000202
976,951-422578-04808,20000,2023-03-20,여성,46,공무원,결혼,no,081-000352
6594,045-923969-05489,10000,2023-06-14,남성,41,기업가,결혼,no,081-000421
22305,368-966992-30743,50000,2024-03-04,여성,69,은퇴,이혼,no,081-000441
23783,008-701772-45128,70000,2024-03-26,남성,54,회사원,결혼,yes,A23-000061
22541,535-451862-05209,50000,2024-03-07,남성,66,은퇴,결혼,no,081-000541
9543,186-823158-40596,30000,2023-07-27,여성,48,서비스종사자,이혼,no,A23-000058
19589,455-516084-77883,40000,2024-01-17,여성,39,회사원,결혼,no,081-000144
11781,306-300721-71901,10000,2023-09-04,남성,45,기업가,결혼,no,081-000145
16657,197-797738-38779,20000,2023-11-29,여성,47,기업가,이혼,no,081-000521
21433,541-396209-93623,20000,2024-02-16,남성,51,공무원,미혼,no,A23-000053
7462,787-580789-01406,20000,2023-06-27,여성,34,공무원,미혼,no,A23-000043
2209,068-905196-22793,10000,2023-04-06,여성,82,은퇴,미혼,no,081-000531
24517,585-763227-25459,10000,2024-04-05,여성,59,은퇴,미확인,no,081-000076
8936,120-097849-44860,30000,2023-07-18,여성,35,산업노동자,미혼,yes,081-000065
25631,557-918915-32724,10000,2024-04-26,여성,41,회사원,이혼,no,081-000072
4335,076-850340-52726,30000,2023-05-10,남성,57,산업노동자,결혼,no,081-000048
7484,161-750751-46214,30000,2023-06-27,여성,32,회사원,미혼,no,081-000202
5469,998-649650-96755,10000,2023-05-25,여성,50,기업가,결혼,no,081-000641
24099,547-894997-05190,30000,2024-04-01,여성,49,서비스종사자,이혼,no,081-000421
8867,879-299620-26257,40000,2023-07-17,여성,58,서비스종사자,미혼,no,081-000062
3274,681-921382-79528,10000,2023-04-20,남성,38,회사원,미혼,no,081-000043
13826,449-271151-37767,20000,2023-10-12,여성,31,산업노동자,미혼,no,081-000481
11400,418-417900-73273,40000,2023-08-29,여성,50,산업노동자,미혼,no,081-000341
18135,733-714943-76577,30000,2023-12-22,여성,55,기업가,미혼,no,081-000651
6915,989-969524-18472,30000,2023-06-19,남성,57,주부,미혼,no,A23-000101
5796,021-747912-37545,30000,2023-06-01,여성,45,기술자,미혼,no,A23-000044
20710,862-359329-91571,100000,2024-02-02,남성,52,기술자,결혼,no,081-000013
21963,875-001222-28396,30000,2024-02-26,남성,76,기업가,미혼,no,081-000451
18309,254-883276-94809,10000,2023-12-27,남성,49,산업노동자,결혼,no,081-000162
22489,738-245365-34642,30000,2024-03-06,남성,30,기술자,결혼,no,081-000153
17933,189-897686-81374,60000,2023-12-20,여성,37,회사원,미혼,no,081-000471
10793,463-862333-01576,20000,2023-08-18,여성,54,은퇴,결혼,no,081-000351
9340,938-658718-91383,20000,2023-07-25,여성,36,회사원,이혼,no,081-000152
6084,679-019682-47334,40000,2023-06-07,남성,38,기업가,이혼,no,081-000651
24280,913-701434-82872,10000,2024-04-03,여성,38,회사원,미혼,no,081-000291
161,416-181177-69000,30000,2023-03-08,여성,36,회사원,결혼,no,081-000065
16570,325-690898-47800,20000,2023-11-28,남성,31,기술자,이혼,no,081-000146
20567,825-929982-29927,10000,2024-01-31,여성,32,자영업자,미혼,yes,081-000201
26018,187-996436-15025,10000,2024-05-01,여성,34,회사원,미혼,no,081-000353
13451,193-928905-90019,30000,2023-10-05,남성,23,군인,미혼,no,081-000323
2257,300-502351-03484,10000,2023-04-06,여성,28,회사원,결혼,no,081-000601
7358,405-797290-66848,10000,2023-06-26,여성,28,산업노동자,결혼,no,081-000231
12649,747-386062-37870,20000,2023-09-18,남성,40,공무원,결혼,yes,081-000083
23947,450-145174-17946,90000,2024-03-28,남성,48,산업노동자,미혼,no,A23-000011
20302,255-542137-89875,30000,2024-01-26,여성,31,서비스종사자,결혼,no,081-000067
447,051-632405-16196,10000,2023-03-13,남성,43,산업노동자,이혼,no,081-000181
14466,647-838263-31439,20000,2023-10-24,여성,34,기업가,결혼,no,081-000203
19005,672-798337-56504,20000,2024-01-08,남성,30,회사원,이혼,no,081-000077
23042,434-184679-64300,10000,2024-03-14,여성,30,회사원,결혼,no,081-000149
3853,365-527315-69918,10000,2023-04-28,여성,47,회사원,결혼,yes,081-000305
9055,305-781558-73968,10000,2023-07-20,여성,35,기술자,결혼,no,081-000151
20984,389-082729-75134,10000,2024-02-07,여성,43,자영업자,미혼,no,081-000143
24457,181-394886-97718,10000,2024-04-05,여성,35,회사원,미혼,no,A23-000071
12884,449-685797-16380,20000,2023-09-21,남성,32,산업노동자,이혼,no,A23-000054
